customerID,support_tickets_90d,support_ticket_escalations_90d,app_logins_30d,days_since_last_login,avg_daily_usage_gb,data_overage_events_90d,payment_failures_12m,nps_score,discount_offers_accepted_12m,plan_change_count_12m
7554-AKDQF,0,0,11,5,7.5,3,1,6,1,1
3536-IQCTX,3,1,4,37,9.21,3,1,3,4,3
4911-BANWH,8,2,6,51,9.06,4,2,3,3,2
8496-EJAUI,5,1,5,71,9.29,2,2,3,3,1
0794-YVSGE,3,2,22,11,6.54,4,1,7,1,1
5423-BHIXO,4,0,10,33,4.95,1,2,3,1,1
6908-VVYHM,1,1,7,16,7.69,3,2,4,4,0
2959-EEXWB,2,1,8,7,7.67,3,2,4,2,1
1839-UMACK,2,1,8,27,8.93,1,3,6,2,1
3030-YDNRM,5,1,9,26,7.03,3,0,4,1,2
7321-KKSDU,5,1,14,4,5.49,1,1,5,1,0
3402-XRIUO,1,1,6,90,7.65,1,0,6,1,0
3132-TVFDZ,4,3,2,30,11.01,7,5,5,1,1
8286-AFUYI,3,1,11,1,8.32,3,0,5,0,0
8080-DDEMJ,4,0,2,5,10.04,2,9,1,3,2
8356-WUAOJ,2,0,9,2,8.07,5,0,4,1,2
6365-MTGZX,6,1,6,2,9.6,5,2,1,4,0
1349-WXNGG,5,1,5,9,8.75,3,2,4,0,2
8058-DMYRU,4,1,7,16,7.14,3,3,4,2,1
9350-ZXYJC,1,1,8,25,6.87,1,1,7,2,1
6990-YNRIO,0,1,2,33,10.46,6,1,4,0,1
8958-JPTRR,2,1,11,1,7.43,4,2,6,0,1
6959-GQEGV,8,3,7,12,4.58,3,3,3,2,0
3173-WSSUE,2,0,11,62,8.09,0,2,5,0,4
1265-HVPZB,3,0,20,12,3.63,0,0,6,1,0
4115-UMJFQ,1,0,12,12,3.34,0,1,6,1,0
7369-TRPFD,3,0,13,80,5.14,3,0,5,1,1
1098-KFQEC,2,1,19,10,5.63,2,1,5,1,0
7190-XHTWJ,2,0,13,15,6.71,1,4,7,0,0
0621-TWIEM,4,2,3,53,11.87,4,3,3,0,4
3537-RYBHH,4,1,9,26,9.32,3,1,7,0,2
2485-ITVKB,4,1,5,32,6.43,5,4,1,3,1
3669-OYSJI,5,2,5,90,6.28,5,3,5,2,2
1612-EOHDH,6,0,4,21,12.06,2,1,3,2,1
6702-OHFWR,3,2,2,22,9.56,1,2,2,3,6
5296-BFCYD,2,0,10,19,4.69,0,0,6,1,0
4510-PYUSH,1,0,4,50,11.04,3,3,2,2,1
9359-JANWS,3,2,8,48,9.82,4,2,5,3,1
7517-SAWMO,8,3,4,90,10.75,5,1,5,3,2
4143-HHPMK,8,5,0,43,8.3,8,1,3,1,0
3279-DYZQM,3,0,11,3,3.03,4,4,6,0,0
7054-LGEQW,6,2,8,0,10.87,1,3,3,1,1
0523-VNGTF,5,1,10,2,8.23,3,2,4,1,1
9575-IWCAZ,2,1,10,6,6.11,0,2,4,1,2
7105-MXJLL,0,1,9,19,4.33,3,3,3,0,1
7064-FRRSW,1,1,14,3,8.25,2,4,8,0,0
7940-UQQUG,2,0,15,90,6.12,0,1,6,2,1
0923-PNFUB,5,1,6,90,10.26,3,0,6,1,1
3961-SXAXY,1,0,13,36,9.37,2,0,6,2,3
7010-BRBUU,2,0,13,1,5.76,1,1,3,4,1
3566-HJGPK,2,0,10,9,12.38,3,0,5,2,0
3062-ICYZQ,4,1,6,29,7.53,2,4,5,3,1
9938-PRCVK,3,1,9,11,8.31,0,0,6,2,1
0973-KYVNF,2,0,16,34,5.32,1,0,6,0,0
5129-HHMZC,1,0,20,11,7.73,4,1,8,0,0
9637-CDTKZ,3,0,9,0,4.55,1,0,5,2,1
3946-JEWRQ,4,0,12,25,9.08,1,2,5,1,1
7873-CVMAW,3,0,9,8,12.9,2,4,6,1,1
0463-WZZKO,2,1,10,13,6.2,2,2,4,0,1
3494-JCHRQ,3,2,5,34,5.2,4,0,3,1,1
6474-FVJLC,5,2,5,10,8.71,5,6,5,0,1
4524-QCSSM,5,1,3,36,8.89,0,1,5,3,3
5832-EXGTT,3,0,12,11,7.57,4,3,2,1,0
8840-DQLGN,3,2,6,4,9.06,7,1,2,1,4
2039-JONDJ,1,0,18,6,8.31,0,0,5,0,0
7217-JYHOQ,4,1,16,42,6.87,1,0,6,3,2
6695-FRVEC,4,0,21,16,8.23,2,1,5,2,2
4547-LYTDD,5,3,3,20,9.16,2,5,3,1,3
9894-QMIMJ,1,0,12,23,4.6,3,0,5,2,0
8069-YQQAJ,7,0,9,81,8.18,3,0,5,0,1
6770-XUAGN,0,0,4,33,10.27,1,1,6,0,1
4193-ORFCL,5,3,5,22,13.59,2,0,7,2,2
1636-NTNCO,1,1,10,8,8.11,0,3,6,0,1
3466-WAESX,2,2,19,7,7.33,2,1,4,0,2
9281-PKKZE,2,0,10,14,7.86,1,2,6,2,1
3638-VBZTA,2,0,16,19,5.59,1,0,8,1,0
7459-IMVYU,1,0,9,49,6.51,3,2,6,1,1
7776-QWNFX,2,1,4,14,8.85,4,4,1,2,4
6689-TCZHQ,3,0,6,3,10.17,3,2,3,1,2
8563-OYMQY,0,0,21,17,4.34,2,5,3,1,0
0754-EEBDC,3,2,15,1,3.53,2,2,4,0,0
5777-ZPQNC,2,0,12,8,6.49,4,3,5,0,1
1951-IEYXM,2,0,18,2,5.58,1,1,4,0,2
3318-NMQXL,3,0,5,2,8.72,8,0,5,3,1
3143-ILDAL,2,1,4,12,8.77,1,2,5,0,1
1022-RKXDR,3,0,16,6,7.57,1,1,4,2,1
2361-FJWNO,1,0,11,37,5.86,0,1,7,0,0
2272-UOINI,4,1,8,15,12.37,0,1,6,1,1
8232-UTFOZ,4,2,17,9,6.22,1,0,6,2,1
3750-YHRYO,2,0,11,0,8.27,4,1,6,1,2
6637-KYRCV,5,2,15,24,6.23,3,0,6,1,1
5668-MEISB,1,1,13,30,6.69,3,2,7,1,1
0129-QMPDR,2,1,11,24,8.23,1,1,3,4,1
7188-CBBBA,1,0,14,19,6.05,2,2,8,0,1
5356-CSVSQ,4,3,6,5,9.9,1,2,6,1,2
3221-CJMSG,3,0,10,11,8.11,0,0,7,1,1
4720-VSTSI,9,1,5,28,13.98,2,4,4,3,0
3219-JQRSL,4,0,16,4,9.08,1,2,2,2,4
2801-NISEI,2,1,8,14,7.77,2,0,6,3,0
3946-MHCZW,4,1,13,31,8.98,7,1,1,1,5
4623-ZKHLY,4,1,12,63,5.68,0,2,7,1,1
6732-VAILE,2,1,10,9,6.72,3,3,8,0,0
8201-AAXCB,2,0,16,11,7.29,2,2,8,0,0
7696-CFTAT,2,1,9,31,10.06,2,0,7,1,0
1845-CSBRZ,5,1,11,12,8.74,2,1,4,1,2
2123-VSCOT,1,0,16,3,5.86,0,1,8,0,1
6651-AZVTJ,6,0,10,13,7.48,4,4,3,2,0
4566-GOLUK,2,0,5,13,8.27,4,4,5,2,4
2484-DGXPZ,6,1,7,19,10.33,3,1,4,1,2
2018-QKYGT,4,1,10,15,9.62,4,2,1,2,1
2792-VPPET,4,0,8,0,8.95,3,1,7,2,2
7409-JURKQ,5,1,13,15,9.05,1,1,3,2,0
3247-MHJKM,5,0,8,30,5.27,4,3,8,1,1
1964-SVLEA,5,1,11,8,6.48,1,2,6,3,2
4587-NUKOX,5,0,11,36,11.57,3,0,3,4,2
7297-DVYGA,4,1,7,49,9.98,5,0,8,2,1
2239-CGBUZ,1,1,11,10,7.05,2,1,6,2,0
0854-UYHZD,2,0,9,7,9.84,1,1,5,1,0
7243-LCGGZ,4,1,8,7,9.68,1,1,6,1,1
8267-KFGYD,0,0,9,8,8.67,3,0,8,0,4
4890-VMUAV,4,0,9,0,7.29,2,1,7,0,1
9261-WDCAF,2,0,13,6,4.36,1,2,2,2,2
3764-MNMOI,1,0,16,4,4.6,0,0,7,0,1
7442-YGZFK,3,1,21,17,6.42,0,3,7,0,1
0420-BWTPW,4,1,7,79,13.09,4,0,3,1,2
8229-BUJHX,3,2,22,35,8.74,2,0,3,0,0
7449-HVPIV,4,1,8,23,6.02,2,2,4,1,2
5504-WSIUR,1,0,12,7,8.78,0,4,7,2,2
8183-ONMXC,1,1,9,13,8.1,3,4,5,1,2
8466-PZBLH,8,1,7,11,3.05,1,1,3,3,4
9614-RMGHA,2,1,9,68,13.74,6,2,2,3,1
8735-IJJEG,3,0,10,79,3.34,1,0,4,2,0
0564-MUUQK,3,1,9,40,1.34,3,1,7,1,1
5054-IEXZT,7,1,4,5,10.39,2,0,4,3,2
5834-ASPWA,7,4,6,17,9.29,6,0,4,2,1
0701-RFGFI,4,1,15,16,8.0,4,0,5,3,1
0019-EFAEP,3,1,14,13,11.47,4,1,4,0,2
5619-PTMIK,3,2,5,6,9.09,2,2,6,2,2
3737-XBQDD,5,0,11,21,8.88,2,2,7,0,0
5882-CMAZQ,4,3,7,36,5.89,0,1,6,2,1
5846-QFDFI,6,2,15,69,6.96,5,0,6,2,2
4445-KWOKW,1,0,19,10,7.95,1,1,5,1,0
3511-APPBJ,4,1,12,34,6.49,2,2,4,1,2
7967-HYCDE,7,3,16,0,9.47,1,2,6,0,0
2430-RRYUW,2,1,12,14,7.09,0,1,5,0,0
3948-XHGNA,5,2,9,58,9.5,2,3,3,4,4
3723-BFBGR,4,2,8,12,10.11,1,5,6,1,3
0565-IYCGT,3,3,11,33,9.31,4,2,4,1,1
5447-WZAFP,1,0,5,26,4.42,3,0,5,1,1
5110-CHOPY,4,3,17,4,10.16,1,4,6,0,2
5445-UTODQ,6,3,0,67,9.92,7,5,5,3,0
4425-OWHWB,2,0,12,30,6.61,1,1,8,3,1
7892-QVYKW,2,1,6,38,7.92,3,0,4,3,3
9675-ICXCT,1,0,10,36,6.93,2,2,5,5,0
1024-VRZHF,7,1,3,1,15.1,5,7,2,2,3
4703-MQYKT,3,0,7,9,5.01,3,2,6,3,1
9497-QCMMS,2,0,2,14,10.57,4,2,5,2,3
5692-ICXLW,4,2,7,17,8.7,4,1,5,6,0
0602-DDUML,3,1,6,49,9.47,3,0,7,1,1
2208-MPXIO,1,1,11,22,6.66,3,2,6,0,0
1960-UYCNN,3,0,8,3,10.72,1,2,3,0,2
0348-SDKOL,4,0,4,27,9.19,2,2,3,0,1
3190-FZATL,3,0,12,20,6.71,1,1,5,2,0
7336-RLLRH,5,2,13,7,7.23,2,2,7,1,0
4373-MAVJG,2,1,10,90,10.56,1,1,7,5,0
8901-HJXTF,7,4,4,18,12.05,2,1,5,3,3
7710-JSYOA,3,0,11,17,4.83,1,0,7,1,2
5419-KLXBN,3,2,5,18,11.71,2,1,1,1,1
3424-NMNBO,3,1,4,0,11.81,4,3,5,1,0
9885-MFVSU,1,1,13,14,7.92,2,1,7,1,1
4514-GFCFI,6,3,7,51,9.8,1,2,5,2,1
0607-MVMGC,4,1,10,52,6.43,1,2,3,0,1
3365-SAIGS,1,1,8,9,9.25,1,3,4,1,1
9828-AOQLM,7,2,4,13,10.4,6,3,4,3,2
8022-BECSI,2,1,7,40,4.29,2,0,3,0,0
8000-REIQB,0,1,7,7,11.76,3,1,5,1,4
9993-LHIEB,4,2,10,6,5.83,2,0,7,0,0
0266-CLZKZ,10,1,11,41,5.99,0,0,6,1,0
7615-ESMYF,4,3,4,65,12.02,10,1,2,2,0
3858-VOBET,4,1,6,14,10.31,0,0,2,1,4
7020-OZKXZ,4,2,14,6,7.55,3,1,3,1,1
3977-QCRSL,8,4,11,7,6.65,0,2,5,1,2
0017-DINOC,4,0,9,2,6.83,2,4,7,1,0
1447-PJGGA,6,3,4,17,9.83,7,2,3,2,2
8565-CLBZW,1,1,6,11,13.14,5,2,5,4,4
9139-WQQDY,5,3,4,38,6.05,4,0,1,6,1
0224-HJAPT,2,0,8,15,14.93,4,5,0,2,3
8086-OVPWV,7,4,6,2,14.57,5,1,5,3,0
9430-FRQOC,4,4,4,53,9.22,6,1,2,1,4
7639-OPLNG,0,0,19,50,7.72,3,1,5,4,1
3074-GQWYX,4,1,9,80,10.22,2,2,2,3,1
1492-QGCLU,5,2,9,49,10.67,2,1,5,1,2
6845-RGTYS,7,1,9,37,10.21,2,1,6,4,4
7328-OWMOM,1,0,14,8,7.94,3,1,4,1,0
4418-LZMSV,5,0,8,5,10.78,2,1,2,0,0
5155-AZQPB,1,0,6,4,3.84,1,2,3,1,2
8861-HGGKB,6,1,4,19,9.61,3,1,3,3,1
1087-GRUYI,0,0,6,25,7.26,2,0,4,1,1
7065-YUNRY,6,3,7,59,9.26,1,2,2,1,1
7694-VLBWQ,4,2,8,12,6.49,4,1,0,3,1
2546-KZAAT,3,0,15,24,7.19,3,1,6,2,2
0181-RITDD,1,0,2,13,5.84,1,1,7,1,0
5989-PGKJB,1,0,7,12,7.36,4,1,3,4,0
4795-KTRTH,4,2,6,41,9.91,3,3,2,1,1
8272-ONJLV,4,0,12,90,3.7,3,1,6,0,0
1488-PBLJN,2,1,12,15,5.96,2,2,7,0,1
0308-GIQJT,1,0,14,21,6.35,5,1,5,0,0
3778-FOAQW,2,1,17,36,3.33,2,0,7,2,1
4452-ROHMO,2,0,8,84,8.36,4,4,5,0,0
6481-OGDOO,5,1,8,13,7.25,2,1,4,2,5
3090-LETTY,5,0,6,8,9.44,0,2,5,0,3
5349-AZPEW,0,0,14,9,9.23,6,1,4,2,1
3753-TSEMP,5,1,2,22,9.71,2,2,3,1,2
8305-VHZBZ,5,3,7,76,12.06,1,1,4,1,0
9720-JJJOR,1,0,9,22,11.83,0,1,6,1,1
8100-HZZLJ,3,0,9,0,9.28,3,3,3,2,1
8775-ERLNB,6,3,4,9,7.49,1,1,5,1,1
8309-IEYJD,3,0,8,90,10.9,1,1,4,2,1
9172-JITSM,7,4,7,13,6.0,3,1,0,1,0
6298-QDFNH,8,2,3,57,14.61,4,1,5,1,0
7398-HPYZQ,4,1,10,3,7.69,0,1,5,2,1
3546-GHEAE,2,1,7,2,8.18,2,2,4,0,1
7361-YPXFS,4,1,11,2,5.46,1,3,4,1,1
6557-BZXLQ,3,0,5,1,9.73,1,0,4,0,0
2550-QHZGP,2,1,15,12,6.8,1,3,8,1,1
7519-JTWQH,2,1,21,22,6.53,0,0,8,2,1
2538-OIMXF,1,1,3,16,6.8,3,1,5,4,0
8543-MSDMF,4,1,11,0,6.39,4,2,6,2,0
9961-JBNMK,5,0,5,8,8.43,2,4,3,1,1
1170-SASML,5,1,12,20,3.93,2,1,3,0,0
4872-JCVCA,2,1,8,4,7.81,1,1,5,0,2
5346-BZCHP,2,0,15,11,9.55,2,0,5,1,1
2038-LLMLM,3,0,4,90,9.32,1,1,3,0,1
6173-ITPWD,5,2,7,13,8.32,2,3,4,1,3
9734-UYXQI,4,2,8,70,10.56,0,4,6,1,0
1216-BGTSP,2,0,7,69,2.81,2,2,4,6,0
4138-NAXED,3,1,9,1,10.98,4,3,6,0,1
2189-UXTKY,11,3,2,2,8.68,3,1,3,1,1
0744-BIKKF,1,0,8,30,7.71,1,3,9,0,0
7483-IQWIB,5,2,13,32,7.43,0,0,5,1,2
5248-KWLAR,2,0,11,5,7.64,0,0,9,0,2
4958-GZWIY,4,1,6,32,14.6,7,3,0,1,0
7996-MHXLW,1,0,13,2,2.89,3,1,5,2,1
7833-PKIHD,5,1,12,90,7.8,3,2,7,2,0
7061-OVMIM,2,1,9,34,7.58,0,2,3,3,3
5153-RTHKF,3,2,7,90,7.25,4,2,4,1,2
1852-QSWCD,1,0,7,0,6.05,1,1,3,2,0
4832-VRBMR,4,2,8,17,9.34,2,2,3,2,2
9079-LWTFD,5,3,12,21,8.01,4,0,7,2,1
6356-ELRKD,6,3,7,10,9.91,2,4,5,2,2
8624-GIOUT,2,1,7,54,9.24,4,2,3,2,3
3392-EHMNK,2,0,16,3,6.27,0,1,8,2,0
5986-WWXDV,3,1,8,4,7.35,1,0,7,2,1
3061-BCKYI,3,0,11,17,8.68,1,1,7,1,2
6179-GJPSO,3,0,4,13,8.35,0,3,4,3,2
7901-TBKJX,2,1,11,9,6.88,3,4,5,1,2
7228-PAQPD,2,0,23,46,9.26,2,2,4,3,0
3177-LASXD,6,1,4,80,13.28,1,1,3,2,2
7746-QYVCO,1,0,11,2,9.49,0,1,4,0,0
5804-HYIEZ,4,0,10,32,10.71,1,0,5,2,0
9919-FZDED,4,2,13,16,7.73,2,1,8,0,0
5934-TSSAU,3,2,7,10,10.17,3,3,3,0,0
3486-KHMLI,6,2,15,53,7.79,1,1,6,1,0
4897-QSUYC,6,2,6,90,8.41,2,4,0,4,0
1084-UQCHV,2,1,8,41,9.69,6,2,3,1,1
8290-YWKHZ,1,0,9,56,9.52,9,2,7,2,4
2955-BJZHG,6,3,6,5,11.76,1,1,3,3,1
3806-DXQOM,6,2,5,1,11.47,0,3,5,3,1
6784-XYJAE,2,0,15,8,6.84,2,1,5,1,3
3933-DQPWX,1,0,10,57,6.88,4,4,6,1,0
6661-EIPZC,3,3,9,5,6.28,4,0,4,0,1
8957-THMOA,1,0,10,14,6.76,1,0,6,2,2
2251-PYLPB,5,1,5,56,6.86,3,3,3,0,0
5555-RNPGT,2,0,13,2,8.74,1,1,6,1,1
1057-FOGLZ,5,1,10,13,7.94,4,1,6,5,1
9300-RENDD,8,5,6,47,8.33,2,2,4,2,1
0761-AETCS,9,2,6,61,8.95,1,1,2,2,0
8087-LGYHQ,2,0,12,34,7.58,4,1,6,2,0
4137-BTIKL,2,0,13,40,8.11,1,1,8,6,1
2190-BCXEC,6,2,5,90,7.54,3,2,3,1,2
6227-FBDXH,2,1,13,34,4.51,0,2,6,0,1
2153-MREFK,4,2,7,18,7.55,0,2,3,3,2
2911-WDXMV,1,1,14,22,8.23,3,0,8,0,3
7206-PQBBZ,3,0,10,4,9.51,1,1,3,4,0
3106-ULWFW,7,5,5,52,8.72,1,4,2,3,2
0925-VYDLG,3,2,7,47,7.92,4,1,5,2,0
4547-FZJWE,1,0,17,10,4.98,2,1,5,1,4
7422-WNBTY,4,1,10,7,4.87,1,2,6,2,1
0842-IWYCP,1,0,14,10,6.37,3,2,7,0,1
3521-HTQTV,2,1,20,15,4.12,0,1,6,2,1
3744-ZBHON,6,1,14,31,8.43,3,1,2,0,1
3373-DIUUN,2,0,10,19,8.46,2,0,6,0,0
8383-SGHJU,5,2,19,2,5.11,3,0,4,0,1
7607-QKKTJ,2,1,12,9,5.44,0,1,3,2,1
7707-PYBBH,0,0,18,9,7.63,2,0,8,2,3
8984-HPEMB,2,1,16,38,5.77,2,1,7,3,1
4349-GFQHK,6,1,3,16,10.28,5,4,1,2,2
4139-DETXS,3,0,14,4,9.02,0,3,2,1,1
9779-DPNEJ,2,0,9,7,7.81,3,1,4,3,0
9805-FILKB,1,0,7,32,4.1,1,1,8,1,0
5793-YOLJN,0,0,13,14,7.7,6,0,4,1,0
0673-IGUQO,2,1,11,56,7.07,0,2,4,0,0
4123-FCVCB,2,0,17,27,7.89,0,0,4,1,0
8819-IMISP,7,1,8,53,12.77,4,7,5,1,1
7802-EFKNY,5,1,7,37,7.98,1,1,3,1,2
8311-UEUAB,2,0,10,90,5.88,2,2,4,3,0
5858-EAFCZ,2,0,11,14,9.26,1,4,2,0,1
8035-BUYVG,2,0,6,45,11.55,4,1,4,0,1
1163-ONYEY,3,1,14,14,11.86,1,2,6,1,0
9787-XVQIU,10,4,8,86,9.1,7,0,2,2,2
8945-MUQUF,0,1,13,90,8.13,5,0,4,0,3
5656-MJEFC,3,1,13,26,6.68,1,2,4,2,1
6082-OQFBA,0,0,12,17,6.13,2,2,9,3,1
8051-HJRLT,1,0,9,8,9.44,1,4,5,1,2
8974-OVACP,0,0,10,22,7.66,1,0,6,1,1
4010-YLMVT,2,0,6,29,7.69,3,3,5,1,2
1379-FRVEB,4,1,16,13,5.7,5,3,5,1,2
8612-GXIDD,4,2,11,67,4.62,3,2,5,1,4
6288-CHQJB,4,1,10,42,7.03,0,2,5,0,3
8160-HOWOX,4,2,7,0,6.94,3,0,2,2,0
3023-GFLBR,4,2,5,0,8.7,3,2,6,1,3
6648-INWPS,4,1,7,43,9.48,1,1,3,2,3
4223-BKEOR,6,1,7,3,9.8,3,2,6,1,1
4079-VTGLK,6,1,14,22,6.98,4,0,3,0,0
1763-WQFUK,2,1,17,26,9.39,1,0,5,3,1
1391-UBDAR,5,3,15,4,10.01,3,3,5,3,0
8894-JVDCV,3,0,16,12,9.58,2,2,6,0,2
2023-VQFDL,3,1,10,41,11.41,5,1,2,1,1
1345-GKDZZ,4,0,8,3,7.12,2,2,7,3,0
2014-MKGMH,2,0,9,3,9.91,0,3,4,1,1
5628-FCGYG,4,2,9,41,7.49,2,2,6,1,1
2560-WBWXF,2,0,16,3,9.83,1,1,8,1,1
0248-IPDFW,2,0,10,5,7.05,3,0,5,1,1
7978-DKUQH,3,1,9,17,7.64,0,1,6,5,1
4335-UPJSI,2,0,16,2,5.31,1,0,4,2,2
0524-IAVZO,5,1,5,90,7.9,1,5,3,2,2
2737-YNGYW,5,2,8,66,10.74,6,0,1,1,3
1784-EZDKJ,9,2,9,12,8.9,2,3,6,1,2
9297-FVVDH,3,3,6,22,5.56,0,1,6,1,0
8007-YYPWD,2,1,13,1,9.5,1,0,4,1,1
7101-HRBLJ,3,1,10,5,9.15,0,0,5,0,1
5159-YFPKQ,7,4,8,2,10.68,6,1,4,3,5
6635-CPNUN,5,2,9,12,10.38,1,0,4,3,0
4021-RQSNY,9,4,6,26,8.88,2,4,3,3,2
5453-YBTWV,2,0,9,11,4.78,3,1,7,2,1
5039-LZRQT,3,0,12,30,6.83,1,0,3,1,1
2931-VUVJN,2,1,4,1,11.24,4,0,2,1,3
9061-TIHDA,7,6,4,4,12.38,5,2,4,1,1
8699-ASUFO,4,2,9,8,7.51,7,2,6,4,3
6418-PIQSP,1,1,12,1,4.32,1,1,7,1,0
8220-OCUFY,2,0,11,11,5.21,0,1,6,0,1
3995-WFCSM,8,0,7,18,3.52,2,3,6,0,0
1895-QTKDO,3,2,12,15,6.36,1,2,5,0,1
2038-OEQZH,3,0,6,0,8.57,2,3,7,0,1
1178-PZGAB,2,0,12,13,1.38,3,0,4,1,0
7927-AUXBZ,6,1,3,7,9.76,3,1,3,3,2
2626-VEEWG,3,2,17,28,10.11,1,0,8,2,1
2878-RMWXY,3,0,16,8,9.5,2,1,5,0,1
1657-DYMBM,3,2,12,13,8.19,3,2,7,1,0
7311-MQJCH,1,0,11,0,7.52,0,1,4,2,2
7375-WMVMT,3,0,5,0,10.68,2,4,3,2,1
1136-XGEQU,3,1,9,13,8.22,2,0,6,1,3
2530-FMFXO,1,0,10,64,6.07,0,1,6,3,1
6844-DZKRF,3,0,17,12,9.09,2,1,5,2,2
4695-WJZUE,5,2,5,40,7.13,2,1,1,3,0
7619-ODSGN,6,2,7,24,11.48,4,2,4,0,0
5970-GHJAW,1,0,12,19,8.14,1,2,6,3,1
8879-XUAHX,2,0,13,24,7.68,0,1,7,3,2
3689-MOZGR,2,1,7,23,8.88,2,1,2,0,0
4195-PNGZS,4,0,11,21,10.66,2,1,4,1,0
5003-XZWWO,2,1,14,36,9.55,1,4,4,1,2
3988-RQIXO,2,1,3,6,12.64,2,1,0,5,2
7622-FWGEW,5,0,11,5,7.64,0,1,7,2,0
6922-NCEDI,0,0,5,7,9.38,1,1,5,3,1
2514-GINMM,6,3,5,13,10.82,1,1,2,1,3
9891-NQDBD,2,0,16,14,5.94,3,2,6,0,2
6131-IUNXN,4,1,16,4,9.15,2,2,3,1,0
8548-AWOFC,1,0,6,51,7.17,3,1,4,3,0
9798-DRYDS,1,0,15,1,9.48,2,0,7,3,0
8532-UEFWH,6,1,18,29,4.24,3,0,3,0,0
6296-DDOOR,1,0,18,61,6.67,4,2,4,0,2
7951-VRDVK,2,1,12,1,5.7,0,2,6,1,2
5931-FLJJF,6,2,9,44,14.59,4,0,6,1,4
4815-YOSUK,7,2,11,26,6.31,3,1,6,0,2
2659-VXMWZ,7,3,6,14,9.81,3,4,3,1,1
0380-NEAVX,3,0,12,6,3.52,2,1,8,2,1
3207-OYBWH,8,1,1,10,13.31,3,0,2,0,2
4285-GYRQC,6,2,6,16,8.32,1,2,5,3,0
7216-EWTRS,5,2,7,11,12.95,2,3,4,3,1
4365-MSDYN,1,0,17,11,5.41,0,0,7,1,2
7036-TYDEC,2,0,12,16,5.99,1,1,8,3,0
5802-ADBRC,4,1,7,16,9.55,3,2,4,0,3
8076-FEZKJ,3,0,8,20,4.83,1,2,4,0,1
5197-YPYBZ,5,2,4,11,9.0,2,3,5,1,1
8337-MSSXB,5,1,9,90,8.37,3,0,5,2,1
4312-GVYNH,2,1,13,31,11.34,3,1,4,0,1
8495-LJDFO,4,1,10,10,11.5,1,3,7,1,1
0839-JTCUD,4,1,13,8,9.52,3,0,2,1,1
5494-WOZRZ,0,0,7,40,11.34,0,0,7,2,0
1302-UHBDD,0,1,15,12,6.3,0,2,4,1,1
2234-EOFPT,2,0,17,17,8.63,1,2,5,0,0
8619-IJNDK,4,0,12,7,4.73,1,0,5,0,0
8378-LKJAF,1,0,12,6,9.67,2,2,5,0,0
8182-BJDSI,5,1,6,3,10.58,4,5,3,0,2
2528-HFYZX,4,2,3,4,7.43,2,2,5,3,3
1153-GNOLC,4,1,6,1,7.41,2,1,3,1,1
3298-QEICA,0,0,13,11,7.49,3,4,6,0,0
0788-DXBFY,3,0,17,19,7.73,1,0,6,1,2
3597-YASZG,5,2,8,12,12.04,2,2,4,0,0
3496-LFSZU,5,2,9,14,6.19,1,4,5,0,1
5242-UOWHD,2,1,16,15,6.02,2,0,5,3,0
2482-CZGBB,3,2,4,28,3.95,1,5,5,3,2
6479-SZPLM,1,0,14,18,7.83,1,1,7,2,0
8097-VBQTZ,2,1,9,11,9.91,5,2,5,1,3
4500-HKANN,3,0,17,32,8.49,3,2,9,4,0
9917-KWRBE,4,1,9,4,6.51,1,0,6,1,0
3420-ZDBMA,3,0,9,9,6.6,1,3,6,2,2
2212-LYASK,2,1,14,22,4.75,3,2,5,2,1
1393-IMKZG,6,1,7,90,8.91,2,0,5,1,1
8069-RHUXK,3,0,16,76,5.21,4,1,5,0,0
3398-GCPMU,2,0,9,1,4.4,0,1,5,2,2
2908-WGAXL,3,1,17,45,8.72,6,0,7,1,0
3378-AJRAO,0,0,12,14,5.88,2,0,6,2,4
1013-QCWAM,4,1,11,50,8.81,3,2,5,2,2
0866-QLSIR,8,2,4,90,3.07,2,3,2,2,2
6050-FFXES,2,0,6,45,6.9,0,1,4,2,0
7181-BQYBV,4,2,7,34,9.38,1,1,3,2,1
0362-RAOQO,3,1,15,1,10.46,2,2,5,2,0
9554-DFKIC,2,1,10,47,7.09,3,5,7,2,2
5527-ACHSO,2,1,11,50,2.18,0,1,5,3,1
0829-DDVLK,3,1,8,30,6.21,1,0,6,1,2
1399-UBQIU,2,0,13,31,7.87,2,3,5,1,0
1813-JLKWR,6,2,18,90,10.02,3,2,5,2,1
0336-PIKEI,3,0,15,1,5.82,4,0,5,0,0
7322-OCWHC,2,1,11,0,7.04,0,2,5,2,4
9537-VHDTA,1,0,11,8,6.82,2,1,5,1,0
4957-TIALW,3,2,10,7,13.3,3,5,7,0,1
2054-PJOCK,2,0,7,8,8.23,0,2,3,1,1
9150-HEPMB,4,1,13,25,7.02,2,1,5,1,4
9030-QGZNL,3,1,9,11,9.66,3,2,7,1,0
6204-IEUXJ,5,5,8,86,7.39,4,1,3,0,4
3126-WQMGH,3,0,12,11,5.55,5,3,7,1,4
4529-CKBCL,4,2,8,6,8.77,6,2,4,1,2
2506-CLAKW,4,1,5,40,6.16,4,2,4,3,1
7176-WRTNX,3,2,10,89,9.63,0,2,5,1,0
1583-IHQZE,8,4,1,5,8.25,4,2,1,4,0
5732-IKGQH,2,1,7,1,8.06,0,0,5,1,2
